MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MidianHouseValue
-0.7643946528159493,1.457017029681468,-0.20342280232012358,-0.15547684765810715,-0.20287430371517817,0.10304099495326183,-0.7499729861847997,0.7028170946102428,1.229
-1.1491901835942653,1.0612163316098924,-0.354124592812603,-0.17856068195182195,-0.4368081261432007,-0.045405237481062975,1.020718913752739,-1.324523118671663,1.598
-0.4583121304744684,0.03213451662379574,-0.2849993244664601,-0.10001577134037357,-0.1027435388122746,-0.0013294378829292477,0.21924784325469662,-0.3754496364735172,0.555
-0.05959167855472705,-1.7885486945054523,0.22923167465791838,0.12147012024014754,3.0748575491683643,-0.01067680940144636,-0.5076677788249248,0.7276619501651668,1.676
-0.8729240000327065,0.5862554939240017,0.1775706395186635,0.04540709627371161,-0.5963084596168524,-0.016515237605652478,0.3077824382515724,-0.012714745371605447,0.61
-0.4761700446100366,-0.9177871587479858,0.025267560704119934,-0.23916954190661402,0.22157380591748388,0.016872261547912333,-0.2979805801481099,-0.4350772898053402,2.048
-0.5918744466134058,0.34877507508105626,-0.25790491689958733,-0.2077106823761854,-0.5298499873361642,-0.031631892436017675,0.9368440342820138,-0.6835258453545935,1.091
-1.2684555387139536,0.9820561919955773,-0.327550711576718,0.03268750408563899,-0.3792107834999376,0.037370765545511095,-0.7220146930278901,1.1351175812659458,0.673
-0.07633347305682223,0.9820561919955773,-0.28884306404874677,-0.3160487170679991,-0.7256809523232588,0.014724797832349246,-0.8245284346032207,0.7574757768310783,1.675
-0.878823489523921,0.5070953543096866,0.059168476587571704,0.07509528235061383,-0.22502712780874093,0.09483270531053786,-0.8058895724986155,1.095365812378059,0.813
-0.1362850419405157,0.5070953543096866,-0.4356822328927411,0.09951298827418484,-0.12844081476080738,-0.08715807274073152,-0.875785305390886,0.7226929790541792,2.5
0.17585641555410453,-1.7093885548911372,0.09825273418294665,-0.11027381594385681,0.2889183911619146,0.024957492747709482,0.5314487835068388,-0.03755960092653642,0.884
-0.24056250483928043,-1.076107437976616,-0.006450701713046462,-0.2598298768876214,-0.4084525113034404,0.013256197619080737,0.2518658519377566,0.1413233590689327,0.833
0.06254369847960588,-0.8386270191336707,-0.21748706155795655,-0.5310629925357186,-1.211270856454154,-0.039555154643854874,-0.7359938396063449,0.4593375101719701,5.00001
-0.9779455426871199,0.11129465623811087,-0.5065261253565773,-0.12380232744863069,-0.37389410571748255,-0.04680698222299783,0.5174696369283873,-0.09221828314737186,0.602
-0.9861835685532302,-0.5219864606764102,0.1410723534404915,0.3173600703819963,-0.03539895356784389,-0.028658764400742453,2.740153942902609,-2.1444033519842014,0.711
-0.6760086075556814,-0.8386270191336707,-0.42944139091684375,0.2234508109639675,-0.2897133741619441,-0.02589626558172988,-0.7033758309232849,0.7326309212761544,1.556
