MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MidianHouseValue
-0.8086673982770456,0.823735912766947,-0.5763879209108528,-0.011426081557192715,-0.7832782949665219,0.015806006629011583,-0.7732715638155554,0.568654874613648,2.357
1.1780255493049234,-1.7093885548911372,0.5271291153881202,-0.09360707345429428,-0.07704626286374183,-0.002284112494982377,-1.2019653922214861,1.1599624368208696,3.424
-0.5983054216443695,0.9820561919955773,0.07436282497359568,-0.05107604793507129,-0.5023804854601464,-0.02487608324958808,0.9741217584912243,-0.9071295453489229,1.273
0.007534945115578687,1.8528177277530438,-0.34624436443952344,-0.09681916237062611,-0.1948992870414956,-0.07596422806550589,0.9834411895435285,-1.4288715120023534,3.485
-1.086421741349902,0.9028960523812621,-0.6045977799934169,-0.0438877036483973,0.37664357457242303,-0.011382535070759314,-0.7592924172371006,0.6183445857234958,1.135
-0.07394178812795138,-0.6803067399050404,-0.049916453445073374,-0.22190491143173385,1.2831371364810102,0.04387798129193266,-1.3743748666890871,1.2841867145954964,1.218
0.8856022053349931,-0.3636661814477799,0.4958303369832103,-0.17254651862341538,2.7788958192783664,0.019510813934670915,-0.843167296707826,0.6680342968333437,1.975
0.7689942779140506,-0.8386270191336707,0.03869843656252914,-0.3836483410219367,-0.20907709446137576,0.04782066885358971,0.9042260255989537,-1.2201747253409798,2.317
0.20997778720599414,-0.3636661814477799,-0.20818553064744844,-0.17439272111589155,0.03371785760407186,-0.05241261458836258,-0.6288203825048606,0.568654874613648,2.182
-0.6730322885330867,0.11129465623811087,-0.5716578344157464,-0.03715979660759643,0.7461526804530495,0.09160578538321655,-0.7453132706586459,0.7525068057200907,1.794
1.5307725020363714,-1.076107437976616,0.6301076280624129,-0.2441281034901292,1.0961673011313409,0.016694084291149974,-0.6707578222402248,0.34505117461931867,3.12
-0.3736996325464187,0.03213451662379574,-0.4577560807830372,-0.0013060030730632946,1.117434012261161,-0.008684737752490304,-0.8711255898647355,0.8369793146068376,1.987
-0.5706150250234439,0.6654156335383168,-0.1722932482465264,-0.06951640658180314,-0.4279469965057756,-0.05921666131177685,-0.6847369688186796,0.5934997301685719,2.246
-0.6647411141130014,1.457017029681468,-0.17901499997406634,0.44292787517255844,-0.7877088597852344,0.003294037747902125,0.9694620429650738,-1.2698644364508276,0.982
-0.23689525461501176,1.3778568900671528,-0.007918118129099648,-0.161630049544307,-0.5546611503209544,-0.05611116659373054,0.9182051721774085,-1.3990576853364418,2.929
-0.1729043956292257,-1.3927479964338765,-0.4174240426478975,-0.06325106831093552,1.4771958755406198,-0.0653346501164481,-0.6893966843448301,0.3748650012852302,1.738
2.0070366942055,0.5862554939240017,0.3360668814405686,-0.26097650229362707,-0.4323775613244881,-0.04980732380263768,0.825010861654379,-1.3096162053387073,5.00001
-0.6152598103623643,-0.442826321062095,-0.21375309977439105,-0.14249506676086937,-0.4926332428589788,-0.07243064190008217,1.3841767247925498,-0.857439834239068,1.568
-0.35472559877737747,1.3778568900671528,0.025621132693953483,0.0014527887409339743,-0.5714972966320622,-0.03247857222596664,-0.7779312793417059,0.6332514990564516,1.496
-0.6063840018485552,-0.9969472983623009,-0.4318589397824171,-0.1360143716122024,0.09751799099353255,-0.006893622190340318,-1.2439028319568473,1.1649314079318502,2.313
-1.2893960689800663,-0.2845060418334648,-0.9878201966169096,-0.20471106780389864,1.2742760068435852,0.01104300962227846,-0.7313341240801912,0.6481584123894074,2.056
-0.1936323316794387,1.8528177277530438,-0.4282675351640774,-0.11114609864823459,-0.6990975634109835,-0.1079380070034257,0.9741217584912243,-1.4040266564474293,3.475
-0.2661269593012099,-0.7594668795193555,-0.6419263135568364,-0.009011139851709989,0.08688463542862243,-0.08881051048508237,0.7690942753405632,-1.205267812008024,2.757
-0.7098110878837214,1.0612163316098924,0.2846664196801551,0.09202489850206744,-0.6866919819185884,0.01480274821654977,0.8669483013897432,-0.6388051053557262,1.575
-0.9703452994687084,0.4279352146953714,0.21574339284355148,0.4701402967811112,-0.8213811524074498,-0.037526992932745515,1.3422392850571854,-0.5891153942458784,0.689
-1.13266098330807,-0.442826321062095,-0.6071087536922594,0.03524208681548436,0.0744790539362273,-0.007557193599194034,-1.355736004584482,1.2444349457076167,0.852
-0.35855229466357075,1.536177169295783,-0.1870877763898206,-0.28144376579082925,-0.8488506542834676,-0.06530489359753465,0.9881009050696791,-1.4139645986693976,4.283
0.6404810744027288,-0.3636661814477799,-0.16300463257005374,-0.11569350302775154,-0.552002811429727,0.00986913485583635,0.8296705771805294,-1.1456401586762008,2.125
0.007906984993403103,0.190454795852426,-0.24989225257903713,-0.1727499033217913,-0.28351058341574653,-0.0718101264246161,-0.6893966843448301,0.5835617879465967,2.822
0.41635362229055195,-0.6803067399050404,0.4678340666826423,-0.036411167589283325,-0.7717588264378693,-0.0146970887684999,-0.47039005461571426,0.7276619501651668,2.472
